"id"	"point_nr"	"x"	"y"
"id21"	14	0.47231842	0.42792215
"id21"	15	0.37308963	0.41442334
"id21"	16	0.33086784	0.41309189
"id21"	17	0.29449298	0.42397114
"id21"	18	0.27528051	0.44400935
"id21"	19	0.28713716	0.4697338
"id21"	20	0.33262266	0.48368588
"id21"	21	0.36526458	0.4825654
"id21"	22	0.46095034	0.50711204
"id21"	23	0.54413575	0.54408429
"id21"	24	0.44168003	0.56914545
"id21"	25	0.32157874	0.59037691
"id21"	26	0.28656916	0.59317286
"id21"	27	0.2490094	0.61342596
"id21"	28	0.23739703	0.64015868
"id21"	29	0.24974641	0.66055242
"id21"	30	0.30113305	0.66178268
"id21"	31	0.33771543	0.65217999
"id21"	32	0.44610168	0.64850687
"id21"	33	0.55765044	0.64828954
"id21"	34	0.48454007	0.71866303
"id21"	35	0.38556954	0.77467157
"id21"	36	0.35314103	0.79412981
"id21"	37	0.31845708	0.82443643
"id21"	38	0.32222896	0.84878606
"id21"	39	0.3408769	0.8590236
"id21"	40	0.38455122	0.84438643
"id21"	41	0.42318958	0.82264778
"id21"	42	0.5224703	0.77709019
"id21"	43	0.61672097	0.74149231
"id21"	44	0.59304245	0.83439687
"id21"	45	0.55946797	0.89733735
"id21"	46	0.53494976	0.93394106
"id21"	47	0.52138261	0.98197459
"id21"	48	0.53254118	0.99468099
"id21"	49	0.5572963	0.99346373
"id21"	50	0.58705798	0.96523807
"id21"	51	0.61098079	0.92479068
"id21"	52	0.65027239	0.8649005
"id21"	53	0.72111188	0.78831568
"id21"	54	0.77997098	0.77000784
"id21"	55	0.84091253	0.7566318
"id21"	56	0.91111421	0.73525822
"id22"	1	1.10609407	0.47169341
"id22"	2	0.94974709	0.37694958
"id22"	3	0.86735409	0.29443645
"id22"	4	0.74036761	0.21234417
"id22"	5	0.68704269	0.18414778
"id22"	6	0.65291247	0.14650424
"id22"	7	0.62030397	0.15778723
"id22"	8	0.60982981	0.18969646
"id22"	9	0.63165004	0.24583543
"id22"	10	0.68826695	0.29323742
"id22"	11	0.76484352	0.35872771
"id22"	12	0.74170691	0.41384227
"id22"	13	0.65509895	0.4433229
"id22"	14	0.48759249	0.42688502
"id22"	15	0.37408842	0.40457605
"id22"	16	0.32768904	0.4039258
"id22"	17	0.28528397	0.41920841
"id22"	18	0.27009708	0.44459652
"id22"	19	0.28536055	0.47465618
"id22"	20	0.32452852	0.48946328
"id22"	21	0.37455852	0.48612752
"id22"	22	0.47319003	0.51062761
"id22"	23	0.5917947	0.55322408
"id22"	24	0.47109475	0.56970611
"id22"	25	0.32610242	0.58767434
"id22"	26	0.28513967	0.59026706
"id22"	27	0.23768313	0.61606229
"id22"	28	0.22974691	0.64579683
"id22"	29	0.24464431	0.67440045
"id22"	30	0.29829425	0.67323927
"id22"	31	0.34323736	0.66193984
"id22"	32	0.47483244	0.66429994
"id22"	33	0.60462697	0.66556465
"id22"	34	0.51040791	0.70158012
"id22"	35	0.38500906	0.73002273
"id22"	36	0.34152198	0.74095609
"id22"	37	0.30093632	0.75731789
"id22"	38	0.29337707	0.79466363
"id22"	39	0.31224675	0.81457405
"id22"	40	0.35575563	0.81595102
"id22"	41	0.4108371	0.80210265
"id22"	42	0.52900171	0.78164821
"id22"	43	0.6707295	0.76912204
"id22"	44	0.6110039	0.83806843
"id22"	45	0.54762308	0.89252184
"id22"	46	0.51031568	0.91576542
"id22"	47	0.47738227	0.96256385
"id22"	48	0.48213042	0.98756126
"id22"	49	0.50207906	0.99333652
"id22"	50	0.54338055	0.97371006
"id22"	51	0.58829633	0.94392086
"id22"	52	0.66146305	0.89162841
"id22"	53	0.76724099	0.82806376
"id22"	54	0.85241742	0.81127032
"id22"	55	0.92960579	0.79340053
"id22"	56	1.01837472	0.75413401
"id23"	1	1.077182	0.43887172
"id23"	2	0.98243789	0.34274562
"id23"	3	0.88190296	0.27940903
"id23"	4	0.72935332	0.22787179
"id23"	5	0.65915765	0.21066746
"id23"	6	0.61383636	0.18615605
"id23"	7	0.57972472	0.20383132
"id23"	8	0.57827945	0.23398298
"id23"	9	0.61722288	0.28146758
"id23"	10	0.70258818	0.32173804
"id23"	11	0.78672961	0.36395054
"id23"	12	0.74681544	0.41441797
"id23"	13	0.67252866	0.42298459
"id23"	14	0.51000028	0.41512405
"id23"	15	0.37793006	0.39538559
"id23"	16	0.32728207	0.39858983
"id23"	17	0.27949614	0.41441081
"id23"	18	0.26086064	0.44182902
"id23"	19	0.2790416	0.47083271
"id23"	20	0.32659705	0.48323573
"id23"	21	0.37251963	0.48110343
"id23"	22	0.48359423	0.51057325
"id23"	23	0.60521505	0.54261927
"id23"	24	0.47978099	0.55947197
"id23"	25	0.33013815	0.57189153
"id23"	26	0.27390904	0.57967832
"id23"	27	0.22790525	0.60335545
"id23"	28	0.2201516	0.63493814
"id23"	29	0.23340264	0.65677508
"id23"	30	0.2917783	0.65845083
"id23"	31	0.33891302	0.65437915
"id23"	32	0.47794548	0.66094901
"id23"	33	0.6225564	0.66292458
"id23"	34	0.52211361	0.70227982
"id23"	35	0.38922069	0.73739469
"id23"	36	0.34158669	0.74654822
"id23"	37	0.28734688	0.77044157
"id23"	38	0.28697354	0.80531864
"id23"	39	0.30286775	0.83152457
"id23"	40	0.36261014	0.82460521
"id23"	41	0.41619608	0.81244943
"id23"	42	0.54406615	0.7917153
"id23"	43	0.68109491	0.78216953
"id23"	44	0.61345868	0.82733638
"id23"	45	0.54338112	0.8763612
"id23"	46	0.49158264	0.89639658
"id23"	47	0.45703336	0.93404543
"id23"	48	0.46066993	0.96469638
"id23"	49	0.47771729	0.9740829
"id23"	50	0.53251804	0.95999946
"id23"	51	0.57343733	0.93581132
"id23"	52	0.66492857	0.89351813
"id23"	53	0.7970326	0.84035998
"id23"	54	0.88550734	0.82857487
"id23"	55	0.97676546	0.81449395
"id23"	56	1.07105446	0.76991401
"id24"	1	1.12101039	0.41505875
"id24"	2	1.01565818	0.32887872
"id24"	3	0.90220867	0.26367196
"id24"	4	0.72887373	0.23339588
"id24"	5	0.6574527	0.23719215
"id24"	6	0.59617831	0.23014729
"id24"	7	0.56978921	0.24776294
"id24"	8	0.57118822	0.28972335
"id24"	9	0.63046176	0.33060991
"id24"	10	0.71068274	0.33560225
"id24"	11	0.81190535	0.35750126
"id24"	12	0.76116831	0.3940906
"id24"	13	0.69144753	0.40634713
"id24"	14	0.49479564	0.41770693
"id24"	15	0.37125433	0.42494402
"id24"	16	0.30965225	0.4338007
"id24"	17	0.25890451	0.46160332
"id24"	18	0.25046882	0.48969143
"id24"	19	0.26234028	0.51369843
"id24"	20	0.32090864	0.52481051
"id24"	21	0.3784435	0.51324782
"id24"	22	0.48270046	0.52397989
"id24"	23	0.63876197	0.53836831
"id24"	24	0.48001901	0.55443498
"id24"	25	0.3226341	0.56846047
"id24"	26	0.27322048	0.5766359
"id24"	27	0.21605112	0.60748422
"id24"	28	0.20896341	0.63354627
"id24"	29	0.22658976	0.66872209
"id24"	30	0.28989209	0.66832568
"id24"	31	0.34131854	0.65269892
"id24"	32	0.48451539	0.65560531
"id24"	33	0.63818598	0.65816195
"id24"	34	0.5224489	0.68670003
"id24"	35	0.3819984	0.71492616
"id24"	36	0.32953719	0.72546922
"id24"	37	0.27202879	0.75463052
"id24"	38	0.26934734	0.7850856
"id24"	39	0.28662143	0.8097751
"id24"	40	0.3519624	0.81072414
"id24"	41	0.3979894	0.80322932
"id24"	42	0.54250525	0.78649845
"id24"	43	0.70361582	0.77347937
"id24"	44	0.62308102	0.8019897
"id24"	45	0.53578367	0.84064796
"id24"	46	0.48061644	0.85525824
"id24"	47	0.43699422	0.89218598
"id24"	48	0.43328054	0.91756995
"id24"	49	0.44886697	0.93379665
"id24"	50	0.50268686	0.93001425
"id24"	51	0.56021101	0.90966484
"id24"	52	0.65834695	0.88114064
"id24"	53	0.80861576	0.84917308
"id24"	54	0.91388039	0.83858842
"id24"	55	1.02859594	0.81376595
"id24"	56	1.11927992	0.77442709
"id25"	1	1.16596357	0.42912397
"id25"	2	1.02562905	0.32153469
"id25"	3	0.91367453	0.25362539
"id25"	4	0.72632085	0.23465706
"id25"	5	0.65412311	0.25088101
"id25"	6	0.58785846	0.24998082
"id25"	7	0.56978671	0.2692182
"id25"	8	0.57411895	0.30419129
"id25"	9	0.63778545	0.34125211
"id25"	10	0.71853544	0.34319052
"id25"	11	0.81751486	0.34727924
"id25"	12	0.79771486	0.36681938
"id25"	13	0.71723509	0.3970031
"id25"	14	0.50137508	0.42944847
"id25"	15	0.35830995	0.44915443
"id25"	16	0.30344624	0.46234168
"id25"	17	0.26375338	0.49072394
"id25"	18	0.25067162	0.51803344
"id25"	19	0.26887915	0.55056248
"id25"	20	0.32820276	0.55266535
"id25"	21	0.37153785	0.54507362
"id25"	22	0.49184852	0.53828695
"id25"	23	0.63967858	0.53561226
"id25"	24	0.48018997	0.56355254
"id25"	25	0.31551663	0.59240113
"id25"	26	0.26871216	0.60060065
"id25"	27	0.21167236	0.63202186
"id25"	28	0.2059121	0.67054431
"id25"	29	0.22607068	0.69379854
"id25"	30	0.28999929	0.69153211
"id25"	31	0.34169863	0.68069379
"id25"	32	0.48801035	0.66935208
"id25"	33	0.63318646	0.66177188
"id25"	34	0.52163794	0.67775113
"id25"	35	0.37164693	0.69867041
"id25"	36	0.32362688	0.69993116
"id25"	37	0.27834075	0.7167977
"id25"	38	0.26188021	0.75540013
"id25"	39	0.27978497	0.78620092
"id25"	40	0.33707758	0.78687831
"id25"	41	0.38765646	0.77981214
"id25"	42	0.53283257	0.77223195
"id25"	43	0.70085827	0.76244339
"id25"	44	0.61946569	0.78741658
"id25"	45	0.52534407	0.81105717
"id25"	46	0.4684342	0.8228083
"id25"	47	0.41834833	0.85302457
"id25"	48	0.41535455	0.87675892
"id25"	49	0.43062051	0.90266485
"id25"	50	0.49280799	0.90070344
"id25"	51	0.54389954	0.88639573
"id25"	52	0.65281152	0.86553452
"id25"	53	0.82707533	0.84036296
"id25"	54	0.91903601	0.83496697
"id25"	55	1.0198865	0.81908059
"id25"	56	1.15258053	0.7708299
"id26"	1	1.15836868	0.41114988
"id26"	2	1.03489246	0.30853228
"id26"	3	0.92404409	0.23906749
"id26"	4	0.73060869	0.23253751
"id26"	5	0.65686089	0.28115462
"id26"	6	0.58187822	0.2985133
"id26"	7	0.58197269	0.32253206
"id26"	8	0.59430358	0.35388715
"id26"	9	0.65368408	0.36672257
"id26"	10	0.73949269	0.34765858
"id26"	11	0.8170199	0.34654093
"id26"	12	0.78166233	0.36876613
"id26"	13	0.69975036	0.38906083
"id26"	14	0.50886368	0.43392695
"id26"	15	0.35711193	0.4689257
"id26"	16	0.30048052	0.48525193
"id26"	17	0.25808569	0.52152472
"id26"	18	0.24914062	0.5469674
"id26"	19	0.26814205	0.57356896
"id26"	20	0.32608943	0.57739383
"id26"	21	0.37912115	0.56163464
"id26"	22	0.49884282	0.54647866
"id26"	23	0.64620982	0.53065696
"id26"	24	0.46567446	0.55909518
"id26"	25	0.31335568	0.59049424
"id26"	26	0.25615512	0.60320734
"id26"	27	0.20484004	0.62977694
"id26"	28	0.19760241	0.66605899
"id26"	29	0.21564322	0.69835915
"id26"	30	0.26732285	0.69761028
"id26"	31	0.33631208	0.67750669
"id26"	32	0.48396259	0.66348484
"id26"	33	0.66372844	0.65366795
"id26"	34	0.51968894	0.66710723
"id26"	35	0.36566484	0.68768034
"id26"	36	0.31455224	0.6920289
"id26"	37	0.2693138	0.7102495
"id26"	38	0.25429421	0.74405461
"id26"	39	0.26966908	0.77122743
"id26"	40	0.33084942	0.78377934
"id26"	41	0.38472249	0.77344866
"id26"	42	0.53712441	0.76608391
"id26"	43	0.70065134	0.75882501
"id26"	44	0.6242603	0.76715547
"id26"	45	0.5327552	0.78527228
"id26"	46	0.47260308	0.79104476
"id26"	47	0.41406386	0.81876608
"id26"	48	0.40750122	0.84753625
"id26"	49	0.42924968	0.86815781
"id26"	50	0.47665463	0.87548785
"id26"	51	0.54734707	0.86619677
"id26"	52	0.65024725	0.84998776
"id26"	53	0.82545279	0.84643651
"id26"	54	0.93463203	0.8347857
"id26"	55	1.04931878	0.81117277
"id26"	56	1.16410005	0.77645039
"id27"	1	1.06989425	0.42952022
"id27"	2	0.96595191	0.34282098
"id27"	3	0.87809746	0.28087002
"id27"	4	0.70503083	0.24702987
"id27"	5	0.63471876	0.25644443
"id27"	6	0.58122064	0.25187114
"id27"	7	0.55819115	0.26949006
"id27"	8	0.5671255	0.30758474
"id27"	9	0.60923757	0.33545842
"id27"	10	0.69032429	0.34305518
"id27"	11	0.78422998	0.37400619
"id27"	12	0.73945688	0.40431515
"id27"	13	0.67555772	0.41331185
"id27"	14	0.50803521	0.3903837
"id27"	15	0.38426927	0.37105655
"id27"	16	0.33109745	0.37130709
"id27"	17	0.28677451	0.38386134
"id27"	18	0.26897556	0.40757958
"id27"	19	0.27877792	0.43433246
"id27"	20	0.32487811	0.44905401
"id27"	21	0.38157672	0.45341876
"id27"	22	0.48691653	0.48683881
"id27"	23	0.60262586	0.53086843
"id27"	24	0.47141774	0.54585794
"id27"	25	0.32524948	0.55377506
"id27"	26	0.27409499	0.5603223
"id27"	27	0.23340312	0.57909208
"id27"	28	0.22105595	0.61212131
"id27"	29	0.23235429	0.63716968
"id27"	30	0.28424022	0.64184802
"id27"	31	0.33721544	0.63839621
"id27"	32	0.47127815	0.64255312
"id27"	33	0.61880581	0.65549887
"id27"	34	0.51945725	0.6893639
"id27"	35	0.37998319	0.72584346
"id27"	36	0.33385147	0.73530149
"id27"	37	0.29027192	0.75908054
"id27"	38	0.28765515	0.79309477
"id27"	39	0.30345256	0.81301688
"id27"	40	0.35331962	0.81137463
"id27"	41	0.40115663	0.80342452
"id27"	42	0.54157145	0.78138297
"id27"	43	0.68593093	0.77036964
"id27"	44	0.62343162	0.85017665
"id27"	45	0.55806577	0.91083803
"id27"	46	0.51318762	0.9395348
"id27"	47	0.48531316	0.98163494
"id27"	48	0.49019858	1.00710116
"id27"	49	0.51778795	1.01013657
"id27"	50	0.55837556	0.98976655
"id27"	51	0.601862	0.96437454
"id27"	52	0.68036804	0.90770206
"id27"	53	0.79507804	0.83737334
"id27"	54	0.89022916	0.81344802
"id27"	55	0.96955134	0.79378016
"id27"	56	1.06376169	0.75541682
"id28"	1	1.02299572	0.44727348
"id28"	2	0.91694021	0.37774718
"id28"	3	0.86050361	0.31036656
"id28"	4	0.76649196	0.2095881
"id28"	5	0.72964787	0.16963356
"id28"	6	0.70462953	0.11899716
"id28"	7	0.68038657	0.12166152
"id28"	8	0.65741771	0.14905936
"id28"	9	0.66573523	0.21847814
"id28"	10	0.69492213	0.26757343
"id28"	11	0.7538071	0.36714667
"id28"	12	0.72575963	0.44054461
"id28"	13	0.6488215	0.46269024
"id28"	14	0.48435946	0.43996119
"id28"	15	0.37159956	0.42491757
"id28"	16	0.32800556	0.42212786
"id28"	17	0.28327036	0.4418213
"id28"	18	0.2674372	0.45869955
"id28"	19	0.27804742	0.48314818
"id28"	20	0.32296654	0.49805612
"id28"	21	0.37329254	0.50623858
"id28"	22	0.47094643	0.53159343
"id28"	23	0.57562479	0.57169777
"id28"	24	0.46596876	0.59490263
"id28"	25	0.33315993	0.61090394
"id28"	26	0.28796729	0.61657504
"id28"	27	0.24512589	0.63713997
"id28"	28	0.23479023	0.66460565
"id28"	29	0.25176179	0.69772728
"id28"	30	0.30111267	0.69051889
"id28"	31	0.34631182	0.68483365
"id28"	32	0.47022134	0.68314717
"id28"	33	0.60311697	0.68444846
"id28"	34	0.5124658	0.71639035
"id28"	35	0.38996438	0.74748734
"id28"	36	0.35133876	0.7538856
"id28"	37	0.29514465	0.78097034
"id28"	38	0.29692339	0.80710059
"id28"	39	0.31359597	0.83087959
"id28"	40	0.36449447	0.82782563
"id28"	41	0.41368689	0.81593751
"id28"	42	0.53423316	0.7965881
"id28"	43	0.67082959	0.78232976
"id28"	44	0.59974165	0.81176575
"id28"	45	0.52114736	0.85500159
"id28"	46	0.47866629	0.87229007
"id28"	47	0.44648882	0.90466393
"id28"	48	0.44761207	0.92473832
"id28"	49	0.46500798	0.94193999
"id28"	50	0.50676953	0.93123916
"id28"	51	0.55114822	0.91483247
"id28"	52	0.63369508	0.87800519
"id28"	53	0.76677361	0.84141451
"id28"	54	0.88043324	0.81200296
"id28"	55	0.98290366	0.76939333
"id28"	56	1.07973013	0.72414368
"id29"	1	1.06050053	0.45722026
"id29"	2	0.94858417	0.36829613
"id29"	3	0.86320654	0.31300946
"id29"	4	0.72815151	0.24832003
"id29"	5	0.66752821	0.2255036
"id29"	6	0.62263899	0.1880577
"id29"	7	0.59079978	0.20157006
"id29"	8	0.59140451	0.23947574
"id29"	9	0.61535536	0.28954936
"id29"	10	0.67368449	0.33031649
"id29"	11	0.76659301	0.38389635
"id29"	12	0.71835121	0.40901556
"id29"	13	0.6762509	0.41215683
"id29"	14	0.52126463	0.36462219
"id29"	15	0.41548595	0.3313734
"id29"	16	0.3696483	0.31790971
"id29"	17	0.31313591	0.32745606
"id29"	18	0.2954026	0.34730105
"id29"	19	0.30185387	0.37596398
"id29"	20	0.34067915	0.40051347
"id29"	21	0.39556336	0.41192922
"id29"	22	0.49248661	0.45509798
"id29"	23	0.58378072	0.52964864
"id29"	24	0.45845555	0.59272472
"id29"	25	0.33527708	0.64421769
"id29"	26	0.28566708	0.66331044
"id29"	27	0.24466628	0.69948049
"id29"	28	0.24960188	0.72848455
"id29"	29	0.26224083	0.74942039
"id29"	30	0.32377255	0.73397878
"id29"	31	0.36349754	0.72028398
"id29"	32	0.48637237	0.68153995
"id29"	33	0.60173498	0.65873616
"id29"	34	0.50406561	0.7108339
"id29"	35	0.38356863	0.76014269
"id29"	36	0.34033745	0.77938039
"id29"	37	0.30015264	0.81220547
"id29"	38	0.29989518	0.83920526
"id29"	39	0.31555171	0.85945013
"id29"	40	0.37356854	0.84956517
"id29"	41	0.41379084	0.83100469
"id29"	42	0.53062293	0.79360892
"id29"	43	0.65904065	0.75837107
"id29"	44	0.58988674	0.81038514
"id29"	45	0.51772647	0.86308764
"id29"	46	0.48086288	0.88247281
"id29"	47	0.44471653	0.91914269
"id29"	48	0.45082667	0.94628995
"id29"	49	0.46712798	0.95530155
"id29"	50	0.5192633	0.94040596
"id29"	51	0.5547674	0.91498058
"id29"	52	0.64104479	0.86860818
"id29"	53	0.7725926	0.81205839
"id29"	54	0.87272097	0.79902963
"id29"	55	0.96545216	0.78133138
"id29"	56	1.06472087	0.75740796
"id3"	1	1.07830045	0.4544961
"id3"	2	0.97755182	0.36449838
"id3"	3	0.88534666	0.29529988
"id3"	4	0.74863188	0.23881677
"id3"	5	0.68701505	0.20400595
"id3"	6	0.63999914	0.18269568
"id3"	7	0.60734871	0.19261035
"id3"	8	0.60096238	0.22798051
"id3"	9	0.6225511	0.27259701
"id3"	10	0.70016392	0.32682143
"id3"	11	0.78221868	0.38111586
"id3"	12	0.74783987	0.41020869
"id3"	13	0.66921531	0.43132367
"id3"	14	0.50104888	0.4054459
"id3"	15	0.37419005	0.38603332
"id3"	16	0.32550448	0.37948113
"id3"	17	0.27665106	0.3847377
"id3"	18	0.26308306	0.40524321
"id3"	19	0.26418355	0.4333337
"id3"	20	0.3111406	0.45907505
"id3"	21	0.36426811	0.46569725
"id3"	22	0.48354183	0.49978931
"id3"	23	0.58644683	0.5425277
"id3"	24	0.461848	0.574854
"id3"	25	0.31814943	0.59954747
"id3"	26	0.26625971	0.6106802
"id3"	27	0.22171093	0.62634233
"id3"	28	0.21237788	0.66167334
"id3"	29	0.22827558	0.68848675
"id3"	30	0.28150124	0.68772013
"id3"	31	0.3333604	0.67806061
"id3"	32	0.47540888	0.66665184
"id3"	33	0.59371954	0.66230689
"id3"	34	0.5176994	0.71005871
"id3"	35	0.40471546	0.75880415
"id3"	36	0.34684285	0.77576292
"id3"	37	0.300692	0.8002675
"id3"	38	0.30027984	0.83129614
"id3"	39	0.32212371	0.85670391
"id3"	40	0.3725095	0.84702482
"id3"	41	0.4259596	0.82853369
"id3"	42	0.54762042	0.79468374
"id3"	43	0.66330694	0.76518631
"id3"	44	0.61243056	0.8117985
"id3"	45	0.54983241	0.85086485
"id3"	46	0.49776611	0.87529087
"id3"	47	0.45887763	0.91024029
"id3"	48	0.46595244	0.93397826
"id3"	49	0.48500431	0.94604232
"id3"	50	0.52502384	0.93771016
"id3"	51	0.58295531	0.91632031
"id3"	52	0.65294228	0.87735209
"id3"	53	0.77331489	0.82871579
"id3"	54	0.87251497	0.81672686
"id3"	55	0.97911229	0.80337356
"id3"	56	1.07864823	0.7677561
"id30"	1	1.07945888	0.45114494
"id30"	2	0.95525171	0.35099978
"id30"	3	0.873626	0.28988793
"id30"	4	0.74109216	0.22547402
"id30"	5	0.68149256	0.20271816
"id30"	6	0.6375033	0.16544136
"id30"	7	0.60578105	0.17718362
"id30"	8	0.59356822	0.21970571
"id30"	9	0.6196404	0.26546403
"id30"	10	0.69862424	0.30480235
"id30"	11	0.778258	0.37563485
"id30"	12	0.72503293	0.41838779
"id30"	13	0.66784573	0.42848621
"id30"	14	0.49759286	0.41758244
"id30"	15	0.37769085	0.40529124
"id30"	16	0.33144906	0.40143475
"id30"	17	0.27987063	0.4187459
"id30"	18	0.26714323	0.44395821
"id30"	19	0.27987059	0.47082733
"id30"	20	0.32725599	0.48401228
"id30"	21	0.37817428	0.48730136
"id30"	22	0.48307324	0.50614655
"id30"	23	0.60306792	0.54524245
"id30"	24	0.46709664	0.5696337
"id30"	25	0.33174421	0.5860566
"id30"	26	0.28563778	0.59638451
"id30"	27	0.23910068	0.61623188
"id30"	28	0.22458111	0.65271455
"id30"	29	0.24004447	0.67609205
"id30"	30	0.29662437	0.67396057
"id30"	31	0.34659884	0.6694709
"id30"	32	0.47649084	0.66002984
"id30"	33	0.61604784	0.66519087
"id30"	34	0.51350843	0.69183324
"id30"	35	0.38295629	0.72187453
"id30"	36	0.34599151	0.72951928
"id30"	37	0.28875147	0.75225099
"id30"	38	0.28418062	0.77963328
"id30"	39	0.29809287	0.80319898
"id30"	40	0.35368767	0.80592063
"id30"	41	0.39841962	0.79733346
"id30"	42	0.52426555	0.78049006
"id30"	43	0.67513419	0.77481138
"id30"	44	0.60550188	0.83848951
"id30"	45	0.53610186	0.89111003
"id30"	46	0.49928401	0.91293777
"id30"	47	0.46741338	0.96256689
"id30"	48	0.46850414	0.98452863
"id30"	49	0.48811926	0.9900419
"id30"	50	0.53483299	0.97174705
"id30"	51	0.58042625	0.94412094
"id30"	52	0.66108647	0.89330557
"id30"	53	0.7880515	0.83370044
"id30"	54	0.87578905	0.81517334
"id30"	55	0.97715374	0.7918214
"id30"	56	1.07235664	0.75660198
"id31"	1	0.96752136	0.49358894
"id31"	2	0.87948648	0.41302757
"id31"	3	0.83340772	0.35052284
"id31"	4	0.78067132	0.23234273
"id31"	5	0.76648292	0.18912433
"id31"	6	0.75097734	0.1242287
"id31"	7	0.73532923	0.12225926
"id31"	8	0.71056818	0.14064365
"id31"	9	0.69726642	0.21157013
"id31"	10	0.70846486	0.2512977
"id31"	11	0.72398833	0.38037381
"id31"	12	0.69468032	0.42498249
"id31"	13	0.61798015	0.45987959
"id31"	14	0.47314622	0.41953229
"id31"	15	0.37794153	0.38604784
"id31"	16	0.33859803	0.37922826
"id31"	17	0.29636252	0.38045733
"id31"	18	0.28143017	0.39508475
"id31"	19	0.28133195	0.41563852
"id31"	20	0.32549245	0.44114045
"id31"	21	0.36322483	0.45585465
"id31"	22	0.4471853	0.49197169
"id31"	23	0.55105606	0.56549783
"id31"	24	0.42609607	0.60491865
"id31"	25	0.32082958	0.62655978
"id31"	26	0.28978447	0.63543372
"id31"	27	0.23925974	0.6530614
"id31"	28	0.23485571	0.68055357
"id31"	29	0.24726262	0.69831356
"id31"	30	0.30387466	0.6992059
"id31"	31	0.34013024	0.69099516
"id31"	32	0.45234341	0.6736493
"id31"	33	0.56450277	0.66658089
"id31"	34	0.48121417	0.72153203
"id31"	35	0.40081644	0.76842509
"id31"	36	0.36450705	0.78691328
"id31"	37	0.31787693	0.8156334
"id31"	38	0.3223437	0.84204916
"id31"	39	0.3354138	0.85459867
"id31"	40	0.39176668	0.84269062
"id31"	41	0.42837022	0.82672763
"id31"	42	0.52092511	0.78479304
"id31"	43	0.612978	0.74932981
"id31"	44	0.60008718	0.83431872
"id31"	45	0.56788718	0.88697606
"id31"	46	0.54212382	0.91831732
"id31"	47	0.52486445	0.95633669
"id31"	48	0.52937674	0.97248555
"id31"	49	0.55135375	0.97369289
"id31"	50	0.58340173	0.95186678
"id31"	51	0.61169858	0.92022082
"id31"	52	0.65052288	0.86933694
"id31"	53	0.72383068	0.78478277
"id31"	54	0.78321678	0.76607981
"id31"	55	0.84707217	0.74171819
"id31"	56	0.91275903	0.72225747
"id32"	1	1.00185457	0.47276864
"id32"	2	0.91775606	0.39051991
"id32"	3	0.85019868	0.32277664
"id32"	4	0.75387361	0.21681789
"id32"	5	0.71997622	0.18225486
"id32"	6	0.68400847	0.12523363
"id32"	7	0.66080889	0.13171139
"id32"	8	0.64408546	0.16137838
"id32"	9	0.65846669	0.22604505
"id32"	10	0.686789	0.26147977
"id32"	11	0.74462698	0.37630655
"id32"	12	0.72720188	0.42886517
"id32"	13	0.6357158	0.463101
"id32"	14	0.48734608	0.42507427
"id32"	15	0.38190344	0.39742741
"id32"	16	0.34357978	0.38917816
"id32"	17	0.28827302	0.39070498
"id32"	18	0.27259342	0.4088178
"id32"	19	0.27832656	0.43640408
"id32"	20	0.32138622	0.4567131
"id32"	21	0.3635687	0.47147967
"id32"	22	0.46731575	0.50651232
"id32"	23	0.58258774	0.56964557
"id32"	24	0.45681217	0.58504092
"id32"	25	0.33069443	0.58909881
"id32"	26	0.29132692	0.59240373
"id32"	27	0.23710695	0.60088129
"id32"	28	0.22403434	0.63566763
"id32"	29	0.23789626	0.66055245
"id32"	30	0.29823986	0.66392828
"id32"	31	0.33942841	0.66318903
"id32"	32	0.46385057	0.66651692
"id32"	33	0.59718906	0.68126155
"id32"	34	0.49726301	0.72535758
"id32"	35	0.39903415	0.76207817
"id32"	36	0.3611972	0.77510424
"id32"	37	0.30650261	0.80785782
"id32"	38	0.30676388	0.82775909
"id32"	39	0.32092504	0.84547645
"id32"	40	0.3813615	0.8402972
"id32"	41	0.42658263	0.82895636
"id32"	42	0.52868063	0.79875149
"id32"	43	0.65015362	0.7740684
"id32"	44	0.60979733	0.85298374
"id32"	45	0.56752537	0.89233555
"id32"	46	0.53163654	0.91788907
"id32"	47	0.49931441	0.95710507
"id32"	48	0.50213972	0.97517495
"id32"	49	0.51822513	0.98690126
"id32"	50	0.56257618	0.96999569
"id32"	51	0.60358598	0.94080169
"id32"	52	0.653978	0.89876038
"id32"	53	0.76011716	0.81239935
"id32"	54	0.82415277	0.7938465
"id32"	55	0.89448577	0.77002814
"id32"	56	0.97111938	0.74096495
"id33"	1	1.06478265	0.45026832
"id33"	2	0.96646469	0.34995583
"id33"	3	0.86481221	0.2994482
"id33"	4	0.70042187	0.24648204
"id33"	5	0.65448556	0.22108083
"id33"	6	0.59218211	0.18742739
"id33"	7	0.56089475	0.20338274
"id33"	8	0.56073164	0.24436213
"id33"	9	0.60403225	0.29812252
"id33"	10	0.66036944	0.32639867
"id33"	11	0.76981688	0.39995485
"id33"	12	0.74666015	0.43233459
"id33"	13	0.68385791	0.44628471
"id33"	14	0.5067784	0.41217631
"id33"	15	0.39274726	0.3821113
"id33"	16	0.34138271	0.37087825
"id33"	17	0.28145542	0.37442748
"id33"	18	0.26403744	0.39422391
"id33"	19	0.26832469	0.42450593
"id33"	20	0.32247004	0.44993231
"id33"	21	0.36688816	0.45924712
